target_id,source_table,source_location,portfolio_set,model,statistic,published_value,published_decimals,uncertainty_type,uncertainty_value,tolerance_rule,notes
TBLA1_BM_chi2_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,book_to_market,market_plus_tbill_innovation,chi_square,4.84,2,empirical_bootstrap_p_value,0.236,published_rounding,article row label BM; same chi-square statistic as TBLA1_BM_chi2; bootstrap empirical p-value printed in square brackets
TBLA1_BM_R2OLS,Table A.1,supplement_zip:appendix_pdf:Table A.1,book_to_market,market_plus_tbill_innovation,r2_ols,0.69,2,empirical_bootstrap_p_value,0.027,published_rounding,article row label BM; cross-sectional OLS R2 as a decimal fraction; empirical p-value in square brackets
TBLA1_DUR_lambda_M,Table A.1,supplement_zip:appendix_pdf:Table A.1,equity_duration,market_plus_tbill_innovation,lambda_market,0.63,2,shanken_t_statistic,2.99,published_rounding,"article row label DUR; risk price in %; Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_DUR_lambda_M_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,equity_duration,market_plus_tbill_innovation,lambda_market,0.63,2,empirical_bootstrap_p_value,0.000,published_rounding,article row label DUR; bootstrap empirical p-value for lambda_market printed in square brackets
TBLA1_DUR_lambda_z,Table A.1,supplement_zip:appendix_pdf:Table A.1,equity_duration,market_plus_tbill_innovation,lambda_rate,-0.57,2,shanken_t_statistic,-2.84,published_rounding,"article row label DUR; risk price in %; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z); Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_DUR_lambda_z_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,equity_duration,market_plus_tbill_innovation,lambda_rate,-0.57,2,empirical_bootstrap_p_value,0.001,published_rounding,article row label DUR; bootstrap empirical p-value for lambda_rate printed in square brackets; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z)
TBLA1_DUR_chi2,Table A.1,supplement_zip:appendix_pdf:Table A.1,equity_duration,market_plus_tbill_innovation,chi_square,3.97,2,asymptotic_p_value,0.860,published_rounding,article row label DUR; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBLA1_DUR_chi2_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,equity_duration,market_plus_tbill_innovation,chi_square,3.97,2,empirical_bootstrap_p_value,0.399,published_rounding,article row label DUR; same chi-square statistic as TBLA1_DUR_chi2; bootstrap empirical p-value printed in square brackets
TBLA1_DUR_R2OLS,Table A.1,supplement_zip:appendix_pdf:Table A.1,equity_duration,market_plus_tbill_innovation,r2_ols,0.74,2,empirical_bootstrap_p_value,0.008,published_rounding,article row label DUR; cross-sectional OLS R2 as a decimal fraction; empirical p-value in square brackets
TBLA1_EP_lambda_M,Table A.1,supplement_zip:appendix_pdf:Table A.1,earnings_to_price,market_plus_tbill_innovation,lambda_market,0.63,2,shanken_t_statistic,2.98,published_rounding,"article row label EP; risk price in %; Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_EP_lambda_M_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,earnings_to_price,market_plus_tbill_innovation,lambda_market,0.63,2,empirical_bootstrap_p_value,0.000,published_rounding,article row label EP; bootstrap empirical p-value for lambda_market printed in square brackets
TBLA1_EP_lambda_z,Table A.1,supplement_zip:appendix_pdf:Table A.1,earnings_to_price,market_plus_tbill_innovation,lambda_rate,-0.43,2,shanken_t_statistic,-2.66,published_rounding,"article row label EP; risk price in %; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z); Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_EP_lambda_z_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,earnings_to_price,market_plus_tbill_innovation,lambda_rate,-0.43,2,empirical_bootstrap_p_value,0.001,published_rounding,article row label EP; bootstrap empirical p-value for lambda_rate printed in square brackets; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z)
TBLA1_EP_chi2,Table A.1,supplement_zip:appendix_pdf:Table A.1,earnings_to_price,market_plus_tbill_innovation,chi_square,9.72,2,asymptotic_p_value,0.285,published_rounding,article row label EP; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBLA1_EP_chi2_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,earnings_to_price,market_plus_tbill_innovation,chi_square,9.72,2,empirical_bootstrap_p_value,0.082,published_rounding,article row label EP; same chi-square statistic as TBLA1_EP_chi2; bootstrap empirical p-value printed in square brackets
TBLA1_EP_R2OLS,Table A.1,supplement_zip:appendix_pdf:Table A.1,earnings_to_price,market_plus_tbill_innovation,r2_ols,0.40,2,empirical_bootstrap_p_value,0.087,published_rounding,article row label EP; cross-sectional OLS R2 as a decimal fraction; empirical p-value in square brackets
TBLA1_REV_lambda_M,Table A.1,supplement_zip:appendix_pdf:Table A.1,long_term_reversal,market_plus_tbill_innovation,lambda_market,0.68,2,shanken_t_statistic,3.22,published_rounding,"article row label REV; risk price in %; Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_REV_lambda_M_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,long_term_reversal,market_plus_tbill_innovation,lambda_market,0.68,2,empirical_bootstrap_p_value,0.000,published_rounding,article row label REV; bootstrap empirical p-value for lambda_market printed in square brackets
TBLA1_REV_lambda_z,Table A.1,supplement_zip:appendix_pdf:Table A.1,long_term_reversal,market_plus_tbill_innovation,lambda_rate,-0.37,2,shanken_t_statistic,-2.18,published_rounding,"article row label REV; risk price in %; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z); Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_REV_lambda_z_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,long_term_reversal,market_plus_tbill_innovation,lambda_rate,-0.37,2,empirical_bootstrap_p_value,0.006,published_rounding,article row label REV; bootstrap empirical p-value for lambda_rate printed in square brackets; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z)
TBLA1_REV_chi2,Table A.1,supplement_zip:appendix_pdf:Table A.1,long_term_reversal,market_plus_tbill_innovation,chi_square,6.37,2,asymptotic_p_value,0.606,published_rounding,article row label REV; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBLA1_REV_chi2_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,long_term_reversal,market_plus_tbill_innovation,chi_square,6.37,2,empirical_bootstrap_p_value,0.138,published_rounding,article row label REV; same chi-square statistic as TBLA1_REV_chi2; bootstrap empirical p-value printed in square brackets
TBLA1_REV_R2OLS,Table A.1,supplement_zip:appendix_pdf:Table A.1,long_term_reversal,market_plus_tbill_innovation,r2_ols,0.52,2,empirical_bootstrap_p_value,0.051,published_rounding,article row label REV; cross-sectional OLS R2 as a decimal fraction; empirical p-value in square brackets
TBLA1_IA_lambda_M,Table A.1,supplement_zip:appendix_pdf:Table A.1,investment_to_assets,market_plus_tbill_innovation,lambda_market,0.59,2,shanken_t_statistic,2.82,published_rounding,"article row label IA; risk price in %; Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_IA_lambda_M_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,investment_to_assets,market_plus_tbill_innovation,lambda_market,0.59,2,empirical_bootstrap_p_value,0.001,published_rounding,article row label IA; bootstrap empirical p-value for lambda_market printed in square brackets
TBLA1_IA_lambda_z,Table A.1,supplement_zip:appendix_pdf:Table A.1,investment_to_assets,market_plus_tbill_innovation,lambda_rate,-0.59,2,shanken_t_statistic,-2.41,published_rounding,"article row label IA; risk price in %; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z); Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_IA_lambda_z_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,investment_to_assets,market_plus_tbill_innovation,lambda_rate,-0.59,2,empirical_bootstrap_p_value,0.002,published_rounding,article row label IA; bootstrap empirical p-value for lambda_rate printed in square brackets; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z)
TBLA1_IA_chi2,Table A.1,supplement_zip:appendix_pdf:Table A.1,investment_to_assets,market_plus_tbill_innovation,chi_square,4.46,2,asymptotic_p_value,0.813,published_rounding,article row label IA; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBLA1_IA_chi2_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,investment_to_assets,market_plus_tbill_innovation,chi_square,4.46,2,empirical_bootstrap_p_value,0.444,published_rounding,article row label IA; same chi-square statistic as TBLA1_IA_chi2; bootstrap empirical p-value printed in square brackets
TBLA1_IA_R2OLS,Table A.1,supplement_zip:appendix_pdf:Table A.1,investment_to_assets,market_plus_tbill_innovation,r2_ols,0.56,2,empirical_bootstrap_p_value,0.014,published_rounding,article row label IA; cross-sectional OLS R2 as a decimal fraction; empirical p-value in square brackets
TBLA1_PIA_lambda_M,Table A.1,supplement_zip:appendix_pdf:Table A.1,ppe_investment,market_plus_tbill_innovation,lambda_market,0.57,2,shanken_t_statistic,2.72,published_rounding,"article row label PIA; risk price in %; Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_PIA_lambda_M_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,ppe_investment,market_plus_tbill_innovation,lambda_market,0.57,2,empirical_bootstrap_p_value,0.001,published_rounding,article row label PIA; bootstrap empirical p-value for lambda_market printed in square brackets
TBLA1_PIA_lambda_z,Table A.1,supplement_zip:appendix_pdf:Table A.1,ppe_investment,market_plus_tbill_innovation,lambda_rate,-0.73,2,shanken_t_statistic,-2.08,published_rounding,"article row label PIA; risk price in %; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z); Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_PIA_lambda_z_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,ppe_investment,market_plus_tbill_innovation,lambda_rate,-0.73,2,empirical_bootstrap_p_value,0.016,published_rounding,article row label PIA; bootstrap empirical p-value for lambda_rate printed in square brackets; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z)
TBLA1_PIA_chi2,Table A.1,supplement_zip:appendix_pdf:Table A.1,ppe_investment,market_plus_tbill_innovation,chi_square,6.09,2,asymptotic_p_value,0.637,published_rounding,article row label PIA; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBLA1_PIA_chi2_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,ppe_investment,market_plus_tbill_innovation,chi_square,6.09,2,empirical_bootstrap_p_value,0.392,published_rounding,article row label PIA; same chi-square statistic as TBLA1_PIA_chi2; bootstrap empirical p-value printed in square brackets
TBLA1_PIA_R2OLS,Table A.1,supplement_zip:appendix_pdf:Table A.1,ppe_investment,market_plus_tbill_innovation,r2_ols,0.39,2,empirical_bootstrap_p_value,0.035,published_rounding,article row label PIA; cross-sectional OLS R2 as a decimal fraction; empirical p-value in square brackets
TBLA1_IVG_lambda_M,Table A.1,supplement_zip:appendix_pdf:Table A.1,inventory_growth,market_plus_tbill_innovation,lambda_market,0.61,2,shanken_t_statistic,2.92,published_rounding,"article row label IVG; risk price in %; Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_IVG_lambda_M_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,inventory_growth,market_plus_tbill_innovation,lambda_market,0.61,2,empirical_bootstrap_p_value,0.000,published_rounding,article row label IVG; bootstrap empirical p-value for lambda_market printed in square brackets
TBLA1_IVG_lambda_z,Table A.1,supplement_zip:appendix_pdf:Table A.1,inventory_growth,market_plus_tbill_innovation,lambda_rate,-0.35,2,shanken_t_statistic,-1.89,published_rounding,"article row label IVG; risk price in %; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z); Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_IVG_lambda_z_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,inventory_growth,market_plus_tbill_innovation,lambda_rate,-0.35,2,empirical_bootstrap_p_value,0.024,published_rounding,article row label IVG; bootstrap empirical p-value for lambda_rate printed in square brackets; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z)
TBLA1_IVG_chi2,Table A.1,supplement_zip:appendix_pdf:Table A.1,inventory_growth,market_plus_tbill_innovation,chi_square,7.62,2,asymptotic_p_value,0.472,published_rounding,article row label IVG; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBLA1_IVG_chi2_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,inventory_growth,market_plus_tbill_innovation,chi_square,7.62,2,empirical_bootstrap_p_value,0.205,published_rounding,article row label IVG; same chi-square statistic as TBLA1_IVG_chi2; bootstrap empirical p-value printed in square brackets
TBLA1_IVG_R2OLS,Table A.1,supplement_zip:appendix_pdf:Table A.1,inventory_growth,market_plus_tbill_innovation,r2_ols,0.13,2,empirical_bootstrap_p_value,0.086,published_rounding,article row label IVG; cross-sectional OLS R2 as a decimal fraction; empirical p-value in square brackets
TBLA1_All_lambda_M,Table A.1,supplement_zip:appendix_pdf:Table A.1,all_seven_families_joint,market_plus_tbill_innovation,lambda_market,0.62,2,shanken_t_statistic,2.96,published_rounding,"article row label All; risk price in %; Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_All_lambda_M_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,all_seven_families_joint,market_plus_tbill_innovation,lambda_market,0.62,2,empirical_bootstrap_p_value,0.001,published_rounding,article row label All; bootstrap empirical p-value for lambda_market printed in square brackets
TBLA1_All_lambda_z,Table A.1,supplement_zip:appendix_pdf:Table A.1,all_seven_families_joint,market_plus_tbill_innovation,lambda_rate,-0.49,2,shanken_t_statistic,-3.00,published_rounding,"article row label All; risk price in %; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z); Table A.1 marks significance with italic/underlined/bold t-ratios (10%/5%/1%); that formatting is not recoverable from the plain-text extraction, so no significance marker is recorded"
TBLA1_All_lambda_z_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,all_seven_families_joint,market_plus_tbill_innovation,lambda_rate,-0.49,2,empirical_bootstrap_p_value,0.001,published_rounding,article row label All; bootstrap empirical p-value for lambda_rate printed in square brackets; interest rate factor is the innovation in the T-bill rate (column labeled lambda_z)
TBLA1_All_chi2,Table A.1,supplement_zip:appendix_pdf:Table A.1,all_seven_families_joint,market_plus_tbill_innovation,chi_square,47.92,2,asymptotic_p_value,0.969,published_rounding,article row label All; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBLA1_All_chi2_empp,Table A.1,supplement_zip:appendix_pdf:Table A.1,all_seven_families_joint,market_plus_tbill_innovation,chi_square,47.92,2,empirical_bootstrap_p_value,0.277,published_rounding,article row label All; same chi-square statistic as TBLA1_All_chi2; bootstrap empirical p-value printed in square brackets
TBLA1_All_R2OLS,Table A.1,supplement_zip:appendix_pdf:Table A.1,all_seven_families_joint,market_plus_tbill_innovation,r2_ols,0.48,2,empirical_bootstrap_p_value,0.004,published_rounding,article row label All; cross-sectional OLS R2 as a decimal fraction; empirical p-value in square brackets
TBL6_FF3_lambda_M,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_3,lambda_market,0.60,2,shanken_t_statistic,2.91,published_rounding,article row stub printed as '1' in the extracted text; model identified as FF3 from the populated factor columns and confirmed by the discussion on article p.948; article label FF3; risk price in %; t-ratio marked ***; */**/*** = 10%/5%/1% significance of the Shanken t-ratio
TBL6_FF3_lambda_M_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_3,lambda_market,0.60,2,empirical_bootstrap_p_value,0.002,published_rounding,article row stub printed as '1' in the extracted text; model identified as FF3 from the populated factor columns and confirmed by the discussion on article p.948; article label FF3; bootstrap empirical p-value printed in square brackets
TBL6_FF3_lambda_SMB,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_3,lambda_smb,-0.01,2,shanken_t_statistic,-0.02,published_rounding,article row stub printed as '1' in the extracted text; model identified as FF3 from the populated factor columns and confirmed by the discussion on article p.948; article label FF3; risk price in %; t-ratio carries no significance stars
TBL6_FF3_lambda_SMB_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_3,lambda_smb,-0.01,2,empirical_bootstrap_p_value,0.994,published_rounding,article row stub printed as '1' in the extracted text; model identified as FF3 from the populated factor columns and confirmed by the discussion on article p.948; article label FF3; bootstrap empirical p-value printed in square brackets
TBL6_FF3_lambda_HML,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_3,lambda_hml,0.46,2,shanken_t_statistic,2.99,published_rounding,article row stub printed as '1' in the extracted text; model identified as FF3 from the populated factor columns and confirmed by the discussion on article p.948; article label FF3; risk price in %; t-ratio marked ***; */**/*** = 10%/5%/1% significance of the Shanken t-ratio
TBL6_FF3_lambda_HML_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_3,lambda_hml,0.46,2,empirical_bootstrap_p_value,0.001,published_rounding,article row stub printed as '1' in the extracted text; model identified as FF3 from the populated factor columns and confirmed by the discussion on article p.948; article label FF3; bootstrap empirical p-value printed in square brackets
TBL6_FF3_chi2,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_3,chi_square,87.04,2,asymptotic_p_value,0.051,published_rounding,article row stub printed as '1' in the extracted text; model identified as FF3 from the populated factor columns and confirmed by the discussion on article p.948; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBL6_FF3_chi2_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_3,chi_square,87.04,2,empirical_bootstrap_p_value,0.055,published_rounding,article row stub printed as '1' in the extracted text; model identified as FF3 from the populated factor columns and confirmed by the discussion on article p.948; same chi-square statistic as TBL6_FF3_chi2; bootstrap empirical p-value printed in square brackets
TBL6_FF3_R2OLS,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_3,r2_ols,0.70,2,empirical_bootstrap_p_value,0.000,published_rounding,article row stub printed as '1' in the extracted text; model identified as FF3 from the populated factor columns and confirmed by the discussion on article p.948; cross-sectional OLS R2; empirical p-value in square brackets
TBL6_FF3_R2C,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_3,r2_constrained,0.67,2,none,,published_rounding,article row stub printed as '1' in the extracted text; model identified as FF3 from the populated factor columns and confirmed by the discussion on article p.948; constrained cross-sectional R2 (column RC2); no p-value or t-statistic is printed for this column; statistic name r2_constrained is outside the base schema enumeration because Table 6 reports this extra column
TBL6_C4_lambda_M,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,lambda_market,0.60,2,shanken_t_statistic,2.89,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; article label C4; risk price in %; t-ratio marked ***; */**/*** = 10%/5%/1% significance of the Shanken t-ratio
TBL6_C4_lambda_M_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,lambda_market,0.60,2,empirical_bootstrap_p_value,0.002,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; article label C4; bootstrap empirical p-value printed in square brackets
TBL6_C4_lambda_SMB,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,lambda_smb,0.12,2,shanken_t_statistic,0.66,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; article label C4; risk price in %; t-ratio carries no significance stars
TBL6_C4_lambda_SMB_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,lambda_smb,0.12,2,empirical_bootstrap_p_value,0.725,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; article label C4; bootstrap empirical p-value printed in square brackets
TBL6_C4_lambda_HML,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,lambda_hml,0.42,2,shanken_t_statistic,2.76,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; article label C4; risk price in %; t-ratio marked ***; */**/*** = 10%/5%/1% significance of the Shanken t-ratio
TBL6_C4_lambda_HML_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,lambda_hml,0.42,2,empirical_bootstrap_p_value,0.003,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; article label C4; bootstrap empirical p-value printed in square brackets
TBL6_C4_lambda_UMD,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,lambda_umd,0.59,2,shanken_t_statistic,1.61,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; article label C4; risk price in %; t-ratio carries no significance stars
TBL6_C4_lambda_UMD_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,lambda_umd,0.59,2,empirical_bootstrap_p_value,0.208,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; article label C4; bootstrap empirical p-value printed in square brackets
TBL6_C4_chi2,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,chi_square,74.23,2,asymptotic_p_value,0.228,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBL6_C4_chi2_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,chi_square,74.23,2,empirical_bootstrap_p_value,0.106,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; same chi-square statistic as TBL6_C4_chi2; bootstrap empirical p-value printed in square brackets
TBL6_C4_R2OLS,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,r2_ols,0.74,2,empirical_bootstrap_p_value,0.000,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; cross-sectional OLS R2; empirical p-value in square brackets
TBL6_C4_R2C,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,carhart_4,r2_constrained,0.75,2,none,,published_rounding,article row stub printed as '2' in the extracted text; model identified as C4 from the populated factor columns and confirmed by the discussion on article p.948; constrained cross-sectional R2 (column RC2); no p-value or t-statistic is printed for this column; statistic name r2_constrained is outside the base schema enumeration because Table 6 reports this extra column
TBL6_PS4_lambda_M,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,lambda_market,0.61,2,shanken_t_statistic,2.92,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; article label PS4; risk price in %; t-ratio marked ***; */**/*** = 10%/5%/1% significance of the Shanken t-ratio
TBL6_PS4_lambda_M_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,lambda_market,0.61,2,empirical_bootstrap_p_value,0.002,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; article label PS4; bootstrap empirical p-value printed in square brackets
TBL6_PS4_lambda_SMB,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,lambda_smb,-0.00,2,shanken_t_statistic,-0.00,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; article label PS4; risk price in %; t-ratio carries no significance stars
TBL6_PS4_lambda_SMB_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,lambda_smb,-0.00,2,empirical_bootstrap_p_value,0.999,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; article label PS4; bootstrap empirical p-value printed in square brackets
TBL6_PS4_lambda_HML,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,lambda_hml,0.46,2,shanken_t_statistic,2.98,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; article label PS4; risk price in %; t-ratio marked ***; */**/*** = 10%/5%/1% significance of the Shanken t-ratio
TBL6_PS4_lambda_HML_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,lambda_hml,0.46,2,empirical_bootstrap_p_value,0.001,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; article label PS4; bootstrap empirical p-value printed in square brackets
TBL6_PS4_lambda_LIQ,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,lambda_liq,-0.13,2,shanken_t_statistic,-0.27,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; article label PS4; risk price in %; t-ratio carries no significance stars
TBL6_PS4_lambda_LIQ_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,lambda_liq,-0.13,2,empirical_bootstrap_p_value,0.890,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; article label PS4; bootstrap empirical p-value printed in square brackets
TBL6_PS4_chi2,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,chi_square,86.60,2,asymptotic_p_value,0.045,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBL6_PS4_chi2_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,chi_square,86.60,2,empirical_bootstrap_p_value,0.051,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; same chi-square statistic as TBL6_PS4_chi2; bootstrap empirical p-value printed in square brackets
TBL6_PS4_R2OLS,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,r2_ols,0.71,2,empirical_bootstrap_p_value,0.000,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; cross-sectional OLS R2; empirical p-value in square brackets
TBL6_PS4_R2C,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,liquidity,r2_constrained,0.65,2,none,,published_rounding,article row stub printed as '3' in the extracted text; model identified as PS4 from the populated factor columns and confirmed by the discussion on article p.948; constrained cross-sectional R2 (column RC2); no p-value or t-statistic is printed for this column; statistic name r2_constrained is outside the base schema enumeration because Table 6 reports this extra column
